date,sentiment_score,volatility_hint,confidence_level,positive_neutral_negative,tech_momentum_1d,tech_volatility_5d,tech_ma_5,tech_bias_5,tech_rsi_5,target,close
2025-05-21,71.02409638554217,42.28915662650602,83.67469879518072,0.5421686746987951,0.012909062583843,152.1639664494312,21685.541796875,0.0054583999091992,51.373437942227135,-0.0060974943391927,21803.91015625
2025-05-22,55.65796703296704,46.75961538461539,82.40934065934066,-0.0384615384615384,-0.0060974943391927,150.1051549660404,21673.683984375,-0.0001256383952521,46.497276839287366,-0.0008638612371177,21670.9609375
2025-05-23,58.86363636363637,43.63636363636363,77.87878787878788,0.5303030303030303,-0.0008638612371177,116.56934044451144,21635.394140625,0.0007786358612421,37.264047980375445,-0.005342168783596,21652.240234375
2025-05-26,59.906415822479495,44.70043415340087,77.83453931500242,0.1032320308731307,-0.005342168783596,113.6230508920448,21637.9421875,-0.0046849129238621,51.16366192258428,-0.0092879807275487,21536.5703125
2025-05-27,70.64596273291926,45.46583850931677,81.0248447204969,0.4409937888198758,-0.0092879807275487,175.1990508415274,21600.044140625,-0.0121992842426374,37.28683409815786,0.0009927402266578,21336.5390625
2025-05-28,65.37974683544304,35.69620253164557,79.36708860759494,0.620253164556962,0.0009927402266578,158.2096078641336,21510.80625,-0.0071166810344452,4.335589412286765,-0.0004878761184228,21357.720703125
2025-05-29,62.67817509247842,43.55856966707768,81.77681874229347,-0.1861898890258939,-0.0004878761184228,141.64608635281095,21446.07421875,-0.0046056651903985,5.786962925017605,-0.0161420803164334,21347.30078125
2025-06-02,61.6,36.93333333333333,83.6,0.5733333333333334,-0.0161420803164334,193.61260727194625,21316.168359375,-0.0147051485328102,3.0614059602144152,0.0059144150662098,21002.7109375
2025-06-03,67.10526315789474,36.05263157894737,84.73684210526316,0.7763157894736842,0.0059144150662098,160.9476098301746,21234.240234375,-0.0050536560616508,20.75839453915779,0.0232480612902594,21126.9296875
2025-06-04,64.36781609195403,48.27586206896552,87.24137931034483,0.1954022988505747,0.0232480612902594,236.9798706310721,21290.550390625,0.0153842642447245,64.19721716658394,0.0026061434732305,21618.08984375
2025-06-05,64.41558441558442,30.0,85.84415584415585,0.4805194805194805,0.0026061434732305,294.71527949378776,21353.8921875,0.0150107295281575,65.42320971684563,-0.0006352892070761,21674.4296875
2025-06-06,64.88372093023256,43.25581395348837,86.27906976744185,0.2209302325581395,-0.0006352892070761,324.7509446879933,21416.5640625,0.0113975375806152,65.21046643913539,0.0059845316493087,21660.66015625
2025-06-09,70.12658227848101,46.83544303797469,87.9746835443038,0.5316455696202531,0.0059845316493087,257.9693829992264,21574.0796875,0.0100217194954216,98.31072986054536,,21790.2890625
2025-06-11,59.71428571428572,56.85714285714285,87.71428571428571,-0.6285714285714286,0.0102489678587309,367.2459841701448,21967.523828125,0.0228781261457677,98.43447790393246,,
2025-06-13,52.833333333333336,51.166666666666664,86.0,-0.3,-0.009640740581055907,256.27599857988866,22172.659765625,-0.004497004325551685,67.08488864859964,,
